Student ID,CIA-1,CIA-2,CIA-3,Assignment-1,Assignment-2,Assignment-3,Attendance (%),Internal(50),External(100),Final Marks,Grade
8238,15,25,1,8,9,10,85,25,53,51,D
8239,21,21,13,10,9,8,86,25,40,45,F
8240,14,8,42,10,9,9,90,31,91,76,B
8241,7,20,22,10,8,10,85,26,100,76,B
8242,10,39,32,10,8,10,90,37,95,84,A
8243,15,34,28,8,9,8,89,33,72,69,C
8244,36,7,5,8,8,10,80,25,63,56,D
8245,41,45,3,9,9,10,86,43,40,63,C
8246,26,46,13,10,10,8,93,38,78,77,B
8247,17,35,14,9,9,10,75,30,100,80,B
8248,48,41,3,9,9,10,76,44,96,92,S
8249,45,4,4,9,10,9,95,28,70,63,C
8250,44,25,23,10,10,9,75,37,67,70,C
8251,5,15,19,9,8,8,81,21,54,48,F
8252,11,42,49,8,9,8,82,44,100,94,S
8253,47,34,47,10,8,10,88,46,97,94,S
8254,44,3,6,9,9,9,98,29,97,77,B
8255,20,21,12,10,10,8,92,25,99,74,B
8256,27,42,4,10,8,8,87,36,74,73,B
8257,6,6,16,8,9,9,87,17,67,50,D
8258,34,39,10,8,9,10,82,38,100,88,A+
8259,50,32,10,10,8,10,80,42,90,87,A+
8260,41,35,45,10,10,8,89,43,59,72,B
8261,2,6,17,8,9,9,84,17,88,61,C
8262,27,34,6,8,10,9,96,33,70,68,C
8263,5,13,11,10,10,9,88,19,40,39,F
8264,26,12,20,9,9,9,93,27,40,47,F
8265,32,49,33,10,10,8,77,42,52,68,C
8266,21,35,47,8,10,9,83,41,41,61,C
8267,13,23,43,9,10,9,92,35,88,79,B
8268,7,29,39,10,10,9,85,36,60,66,C
8269,34,33,21,9,10,9,95,36,69,70,C
8270,36,17,21,8,10,10,79,32,100,82,A
8271,21,9,40,8,10,8,85,33,73,69,C
8272,21,41,21,9,10,10,77,34,72,70,C
8273,3,6,20,10,8,9,98,19,69,53,D
8274,15,24,41,9,9,9,97,35,80,75,B
8275,45,18,41,9,9,10,81,43,64,75,B
8276,3,24,27,8,9,9,81,29,44,51,D
8277,19,1,20,9,8,10,85,24,50,49,F
8278,43,7,33,8,9,9,76,39,76,77,B
8279,20,3,37,10,8,10,100,32,71,67,C
8280,1,30,22,10,10,8,79,30,50,55,D
8281,40,45,28,9,8,10,97,43,60,73,B
8282,7,45,31,8,9,10,96,39,40,59,D
8283,5,45,14,9,8,10,100,32,95,79,B
8284,32,2,29,10,8,9,91,33,83,74,B
8285,14,20,30,10,8,10,75,29,76,67,C
8286,45,10,28,8,10,8,79,37,76,75,B
8287,7,2,42,9,10,9,95,28,56,56,D
8288,42,34,11,8,9,8,76,38,72,74,B
8289,26,45,29,8,10,8,82,38,83,79,B
8290,5,19,34,10,10,9,94,30,84,72,B
8291,30,27,19,8,9,8,99,31,50,56,D
8292,43,43,39,8,9,10,88,43,50,68,C
8293,8,12,46,9,10,10,100,32,53,58,D
8294,41,35,43,9,8,10,92,42,57,70,C
8295,46,34,4,9,8,8,82,40,65,72,B
8296,8,40,21,9,10,9,95,33,65,65,C
8297,38,10,15,8,8,8,97,29,62,60,D
8298,32,8,5,8,9,8,81,24,66,57,D
8299,15,22,38,10,8,10,99,33,96,81,A
8300,3,19,35,9,10,9,85,30,58,59,D
8301,28,35,38,9,9,8,76,37,83,78,B
8302,35,50,9,10,9,8,92,43,68,77,B
8303,48,7,34,8,10,10,98,42,85,84,A
8304,38,47,8,8,8,10,85,42,70,77,B
8305,9,10,31,9,8,10,83,25,44,47,F
8306,11,14,19,8,8,10,98,21,63,52,D
8307,49,39,9,10,8,8,98,43,78,82,A
8308,36,10,39,10,8,9,81,39,69,73,B
8309,45,15,42,10,10,9,82,44,85,86,A+
8310,31,2,26,9,10,10,100,32,42,53,D
8311,10,4,3,8,10,10,93,14,85,56,D
8312,45,26,2,9,9,10,100,37,97,85,A
8313,25,32,50,10,9,10,94,42,94,89,A+
8314,33,29,28,9,8,10,98,33,100,83,A
8315,27,17,14,9,10,10,75,27,57,55,D
8316,40,6,32,10,9,9,76,38,71,73,B
8317,46,43,50,8,8,8,98,46,51,71,B
8318,3,20,48,9,8,8,81,35,88,79,B
8319,10,19,1,10,9,10,83,21,60,51,D
8320,33,3,4,9,9,8,100,23,90,68,C
8321,6,32,22,10,8,8,84,30,69,64,C
8322,17,35,27,10,9,10,77,34,67,67,C
8323,12,46,2,9,10,10,94,32,94,79,B
8324,22,5,47,8,8,8,95,35,53,61,C
8325,6,26,31,8,8,8,87,30,49,54,D
8326,32,4,28,10,9,10,83,33,84,75,B
8327,16,33,49,8,8,10,85,41,41,61,C
8328,18,23,14,9,10,9,84,25,41,45,F
8329,5,13,14,8,9,10,81,19,71,54,D
8330,46,48,39,8,9,9,84,46,53,72,B
8331,8,49,30,9,9,10,86,40,86,83,A
8332,8,17,10,10,9,9,89,20,89,64,C
8333,21,42,50,9,8,8,87,45,54,72,B
8334,28,8,49,9,8,10,81,39,71,74,B
8335,49,16,33,10,10,8,81,42,72,78,B
8336,26,1,22,9,9,8,99,27,64,59,D
8337,36,41,31,9,9,9,86,39,42,60,D
8338,12,6,42,8,9,9,88,30,51,55,D
8339,16,16,7,9,8,9,90,21,47,44,F
8340,27,38,44,9,10,8,86,41,63,72,B
8341,40,46,2,8,10,9,85,43,52,69,C
8342,22,46,31,8,10,10,96,40,83,81,A
8343,6,47,8,8,9,8,80,30,62,61,C
8344,12,15,17,9,8,8,79,21,92,67,C
8345,8,23,36,10,8,9,84,32,50,57,D
8346,36,1,8,9,9,9,89,26,52,52,D
8347,18,45,24,9,9,9,93,36,65,68,C
8348,11,38,43,9,8,8,79,40,59,69,C
8349,34,2,12,9,8,10,94,27,94,74,B
8350,14,4,28,9,10,10,97,26,86,69,C
8351,4,4,40,10,8,10,76,26,52,52,D
8352,3,42,13,8,10,10,82,31,99,80,B
8353,20,35,26,10,10,8,95,33,51,58,D
8354,25,45,2,10,10,10,94,38,52,64,C
8355,20,5,45,9,10,10,79,35,60,65,C
8356,14,14,31,9,10,9,81,27,69,61,C
8357,30,37,5,9,9,9,87,35,97,83,A
8358,35,13,6,10,10,10,89,29,69,63,C
8359,48,6,15,9,9,8,92,33,57,61,C
8360,24,17,7,8,8,10,84,25,51,50,D
8361,48,47,25,10,8,9,91,47,65,79,B
8362,1,32,23,9,9,8,84,30,98,79,B
8363,23,19,39,10,10,9,91,34,97,82,A
8364,44,27,25,8,10,9,95,37,65,69,C
8365,25,48,43,9,8,9,82,45,43,66,C
8366,36,8,12,8,10,9,89,28,41,48,F
8367,41,23,21,8,10,8,97,34,99,83,A
8368,28,4,43,10,9,8,88,37,76,75,B
8369,39,4,16,10,9,9,93,31,69,65,C
8370,24,21,6,10,10,8,86,27,98,76,B
8371,23,31,14,8,10,8,86,30,43,51,D
8372,37,1,19,8,8,8,75,30,42,51,D
8373,45,22,9,9,8,10,79,35,79,74,B
8374,26,1,12,9,10,10,98,24,44,46,F
8375,6,44,22,10,8,9,86,35,89,79,B
8376,39,29,36,9,9,10,90,39,93,85,A
8377,7,31,5,9,8,8,89,23,68,57,D
8378,21,13,18,8,8,10,80,24,83,65,C
8379,2,1,31,8,8,8,82,21,49,45,F
8380,12,49,14,8,10,10,81,34,80,74,B
8381,34,24,7,9,8,10,95,32,73,68,C
8382,16,16,7,10,8,10,93,22,40,42,F
8383,14,16,11,8,10,9,87,21,94,68,C
8384,32,50,32,10,8,8,93,41,42,62,C
8385,28,22,8,9,8,9,82,28,64,60,D
8386,38,9,14,10,9,10,88,30,90,75,B
8387,15,7,42,8,10,9,93,31,49,55,D
8388,50,12,6,10,9,10,95,34,78,73,B
8389,48,15,19,8,10,9,76,35,45,57,D
8390,15,30,25,9,9,10,75,31,50,56,D
8391,30,19,43,9,8,10,93,38,81,78,B
8392,43,7,47,8,8,8,92,44,77,82,A
8393,2,34,6,10,8,8,82,24,40,44,F
8394,6,42,42,9,9,9,90,42,42,63,C
8395,18,16,12,8,8,8,91,21,58,50,D
8396,40,50,30,8,8,9,95,44,78,83,A
8397,4,49,7,9,9,8,94,31,79,70,C
8398,21,3,24,9,9,9,76,27,66,60,D
8399,44,8,30,10,9,10,82,39,91,84,A
8400,26,16,26,8,10,9,87,29,59,58,D
8401,44,46,35,8,10,9,86,45,44,67,C
8402,8,29,25,10,9,9,93,30,40,50,D
8403,41,2,2,8,8,9,83,25,65,57,D
8404,24,21,10,10,9,10,79,27,100,77,B
8405,16,48,20,9,10,10,87,36,53,62,C
8406,25,32,39,9,9,10,88,37,98,86,A+
8407,38,15,29,8,8,9,100,35,81,75,B
8408,30,21,45,8,10,10,93,39,83,80,B
8409,2,46,10,8,9,9,84,31,41,51,D
8410,10,45,19,10,9,10,91,35,97,83,A
8411,17,28,50,8,10,9,97,40,56,68,C
8412,37,17,15,10,8,8,76,30,57,58,D
8413,29,22,16,8,9,10,95,29,96,77,B
8414,39,44,41,8,10,9,96,43,46,66,C
8415,10,37,31,9,10,10,94,36,56,64,C
8416,25,49,4,10,8,10,86,38,100,88,A+
8417,40,33,1,9,8,8,80,37,76,75,B
8418,2,8,49,10,10,8,79,32,77,70,C
8419,34,46,10,8,8,9,82,40,44,62,C
8420,2,25,50,10,10,10,98,40,40,60,D
8421,38,24,39,9,9,10,88,40,83,81,A
8422,7,50,44,10,8,8,100,46,84,88,A+
8423,7,43,21,9,10,8,83,34,88,78,B
8424,12,14,36,10,9,9,92,29,75,66,C
8425,8,2,39,8,9,10,82,27,96,75,B
8426,7,14,44,10,9,9,77,32,54,59,D
8427,25,20,33,8,10,8,95,31,64,63,C
8428,31,16,28,9,10,9,93,32,79,71,B
8429,6,12,28,9,9,9,97,25,45,47,F
8430,44,40,26,8,10,10,99,42,74,79,B
8431,6,36,37,8,8,10,75,37,52,63,C
8432,34,23,5,9,8,10,98,31,71,66,C
8433,32,20,41,10,10,10,98,39,52,65,C
8434,19,5,45,8,9,8,78,33,79,72,B
8435,34,25,3,10,10,8,89,32,82,73,B
8436,10,25,37,10,10,10,75,34,62,65,C
8437,46,21,10,8,8,8,98,34,54,61,C
8438,35,1,50,10,8,9,90,43,83,84,A
8439,26,2,3,9,10,8,80,20,100,70,C
8440,25,40,9,9,9,10,80,35,85,77,B
8441,45,30,3,9,8,8,78,38,62,69,C
8442,13,38,30,10,9,9,83,36,86,79,B
8443,36,29,14,10,8,8,88,34,80,74,B
8444,23,17,10,10,8,10,82,25,99,74,B
8445,41,22,12,9,9,9,85,34,99,83,A
8446,41,22,27,9,9,10,99,36,56,64,C
8447,44,22,26,10,9,9,97,37,45,59,D
8448,23,6,23,10,10,9,82,28,83,69,C
8449,1,44,5,10,10,9,83,29,99,78,B
8450,10,27,37,9,8,8,92,33,64,65,C
8451,35,33,40,8,10,8,89,38,52,64,C
8452,34,47,1,10,8,10,90,41,45,63,C
8453,27,27,36,9,10,8,89,34,62,65,C
8454,18,21,8,10,10,8,77,24,62,55,D
8455,3,24,44,9,8,9,93,35,80,75,B
8456,45,29,11,10,9,10,90,39,93,85,A
8457,50,28,43,8,8,8,79,45,68,79,B
8458,24,48,40,10,10,8,78,44,81,84,A
8459,5,46,7,8,8,8,84,29,49,53,D
8460,30,16,34,10,9,8,82,34,51,59,D
8461,37,27,20,8,8,10,91,34,63,65,C
8462,43,42,24,8,10,9,79,43,91,88,A+
8463,25,18,5,8,10,9,82,26,63,57,D
8464,31,47,28,10,8,10,75,40,63,71,B
8465,6,17,19,10,10,10,78,24,61,54,D
8466,11,24,1,8,9,8,97,22,86,65,C
8467,36,7,31,8,9,9,99,35,68,69,C
8468,36,36,13,10,9,9,87,38,67,71,B
8469,40,45,19,9,9,8,79,42,58,71,B
8470,32,46,18,10,9,8,94,40,58,69,C
8471,25,14,32,8,9,9,97,31,75,68,C
8472,43,13,14,9,10,10,84,32,43,53,D
8473,48,29,30,8,9,8,97,39,61,69,C
8474,33,48,23,8,8,9,80,40,83,81,A
8475,7,24,33,9,10,10,88,32,76,70,C
8476,4,40,33,8,10,10,82,38,76,76,B
8477,16,15,19,10,9,9,81,23,90,68,C
8478,50,18,11,9,9,10,79,36,48,60,D
8479,32,47,6,9,8,8,85,39,92,85,A
8480,29,24,11,10,10,8,75,30,61,60,D
8481,1,21,19,9,8,10,75,25,58,54,D
8482,39,48,44,8,10,10,83,46,92,92,S
8483,29,14,40,9,8,10,75,36,93,82,A
8484,9,36,15,9,10,10,86,30,55,57,D
8485,5,45,17,10,10,10,91,34,89,78,B
8486,10,4,3,10,8,8,96,14,73,50,D
8487,47,28,41,9,10,9,83,44,73,80,B
8488,10,21,9,10,10,8,94,21,88,65,C
8489,49,41,36,9,9,8,95,44,77,82,A
8490,21,3,50,10,9,10,82,38,67,71,B
8491,8,34,6,9,10,8,93,25,84,67,C
8492,43,44,44,8,8,10,98,43,56,71,B
8493,23,1,1,10,9,10,89,19,43,40,F
8494,34,25,47,8,8,10,92,41,94,88,A+
8495,48,31,9,8,9,10,91,40,94,87,A+
8496,25,1,5,8,9,8,99,20,82,61,C
8497,32,37,38,8,9,8,93,38,52,64,C
8498,18,46,39,10,8,8,82,42,45,64,C
8499,38,24,13,8,10,10,77,34,52,60,D
8500,44,39,7,10,9,8,84,42,43,63,C
8501,15,8,5,8,10,8,85,17,59,46,F
8502,40,10,12,8,8,8,88,28,74,65,C
8503,3,4,29,8,8,9,76,21,86,64,C
8504,13,25,29,9,9,10,80,30,45,52,D
8505,8,3,45,10,8,9,89,30,82,71,B
8506,18,5,9,9,8,9,99,19,62,50,D
8507,37,41,17,8,9,9,86,39,56,67,C
8508,42,2,31,10,8,8,100,37,41,57,D
8509,39,2,16,10,8,9,79,31,67,64,C
8510,43,6,15,10,9,10,77,32,73,68,C
8511,26,4,35,9,9,9,98,33,64,65,C
8512,29,28,16,8,8,9,75,31,45,53,D
8513,10,1,16,10,8,10,77,19,42,40,F
8514,4,26,45,9,10,10,95,38,92,84,A
8515,33,23,34,10,8,8,95,35,45,57,D
8516,32,48,31,10,10,8,87,41,44,63,C
8517,11,26,34,10,8,8,93,32,73,68,C
8518,32,10,35,9,10,10,92,36,52,62,C
8519,39,39,33,9,8,8,92,39,55,66,C
8520,45,16,45,9,10,10,98,45,90,90,A+
8521,6,5,18,10,9,9,97,18,83,59,D
8522,32,40,18,10,8,8,80,37,63,68,C
8523,23,7,42,8,9,8,99,34,88,78,B
8524,46,35,46,9,10,8,86,45,93,91,S
8525,46,42,45,10,10,8,94,45,82,86,A+
8526,37,20,48,10,9,8,80,43,41,63,C
8527,34,37,5,10,10,10,93,38,63,69,C
8528,43,22,2,9,9,10,76,35,59,64,C
8529,15,4,45,9,8,9,77,32,63,63,C
8530,7,29,8,9,10,10,75,24,43,45,F
8531,31,23,14,9,9,10,84,30,98,79,B
8532,30,6,24,9,8,8,81,29,85,71,B
8533,22,9,15,9,10,9,97,24,90,69,C
8534,38,15,33,9,10,8,83,37,45,59,D
8535,18,11,27,10,8,8,98,26,80,66,C
8536,43,47,28,8,10,9,90,45,62,76,B
8537,10,15,45,8,9,8,81,32,66,65,C
8538,2,28,15,8,8,9,92,25,59,54,D
8539,28,12,37,10,8,8,87,34,48,58,D
8540,23,16,9,10,8,8,77,24,89,68,C
8541,9,28,41,8,8,10,90,36,51,61,C
8542,25,13,12,9,9,10,98,24,60,54,D
8543,5,44,24,9,8,10,77,36,60,66,C
8544,50,49,9,9,8,10,79,48,42,69,C
8545,19,49,36,8,8,10,94,42,73,78,B
8546,11,39,42,8,10,8,81,41,96,89,A+
8547,8,30,22,10,9,8,99,29,58,58,D
8548,16,16,6,10,10,8,91,22,71,57,D
8549,25,36,7,8,8,8,97,32,72,68,C
8550,11,42,31,10,9,10,86,38,75,75,B
8551,25,29,37,8,8,8,82,34,87,77,B
8552,6,1,35,9,10,8,100,25,59,54,D
8553,42,4,1,10,9,9,82,27,83,68,C
8554,29,45,9,8,10,9,93,38,61,68,C
8555,29,15,12,8,8,9,84,25,51,50,D
8556,47,48,3,10,10,10,87,48,46,71,B
8557,20,47,40,9,8,10,95,43,85,85,A
8558,40,41,3,9,8,10,75,41,40,61,C
8559,35,16,31,9,8,8,91,34,89,78,B
8560,41,24,11,9,10,10,93,35,84,77,B
8561,6,15,27,9,10,10,96,26,61,56,D
8562,8,41,45,10,8,9,97,43,42,64,C
8563,8,21,40,8,8,8,97,32,41,52,D
8564,37,12,33,10,9,8,96,37,49,61,C
8565,12,28,43,8,8,9,91,36,67,69,C
8566,42,15,46,10,9,9,83,44,72,80,B
8567,9,43,22,8,9,8,94,34,89,78,B
8568,25,37,17,10,10,9,97,34,79,73,B
8569,2,37,3,8,9,8,82,24,99,73,B
8570,21,28,6,10,10,10,87,29,89,73,B
8571,47,3,20,8,10,8,86,35,82,76,B
8572,26,27,19,9,10,8,96,30,81,70,C
8573,50,7,27,10,10,10,89,40,60,70,C
8574,40,7,39,9,10,10,87,41,81,81,A
8575,27,27,19,10,8,10,95,30,97,78,B
8576,13,24,43,10,8,10,79,36,56,64,C
8577,19,5,7,10,10,8,90,19,48,43,F
8578,28,15,5,8,10,10,90,26,97,74,B
8579,23,20,38,8,10,10,96,33,65,65,C
8580,13,33,11,9,9,10,83,27,98,76,B
8581,1,3,7,10,10,8,82,13,80,53,D
8582,45,28,28,8,9,9,80,37,80,77,B
8583,34,46,36,10,9,8,92,41,99,90,A+
8584,40,21,12,10,9,8,90,33,52,59,D
8585,50,31,37,8,8,9,84,43,97,91,S
8586,44,11,42,8,9,9,84,43,75,80,B
8587,49,47,21,10,9,9,98,47,67,80,B
8588,36,2,1,9,10,8,83,24,91,69,C
8589,43,45,15,9,10,8,86,44,77,82,A
8590,50,1,10,9,8,8,84,32,40,52,D
8591,39,7,47,9,10,9,96,43,79,82,A
8592,47,41,43,9,10,10,99,45,65,77,B
8593,16,5,15,10,8,9,86,21,68,55,D
8594,31,32,15,8,10,9,94,34,88,78,B
8595,33,22,2,8,8,8,77,30,98,79,B
8596,3,15,16,8,8,8,75,20,78,59,D
8597,28,25,2,10,10,10,83,31,96,79,B
8598,43,7,46,8,8,9,97,43,64,75,B
8599,28,24,19,10,9,8,84,29,51,54,D
8600,30,48,25,9,9,10,94,40,52,66,C
8601,46,15,39,10,8,9,96,43,50,68,C
8602,8,20,45,9,8,10,97,35,59,64,C
8603,31,27,37,9,8,9,84,35,90,80,B
8604,10,9,21,10,9,8,83,21,67,54,D
8605,34,10,8,10,8,10,90,26,63,57,D
8606,24,23,43,8,10,8,90,35,87,78,B
8607,22,21,18,10,8,8,75,25,54,52,D
8608,21,2,34,8,10,10,76,31,98,80,B
8609,38,3,8,9,10,9,99,27,92,73,B
8610,31,43,6,8,9,8,100,37,68,71,B
8611,18,38,38,8,9,10,80,39,77,77,B
8612,12,34,27,8,9,10,99,33,79,72,B
8613,36,9,15,8,10,8,77,29,75,66,C
8614,48,27,18,8,8,8,79,38,51,63,C
8615,44,4,15,10,9,8,89,32,48,56,D
8616,5,40,16,9,8,9,98,31,45,53,D
8617,35,26,22,10,8,9,99,33,84,75,B
8618,36,49,32,9,10,8,89,43,46,66,C
8619,22,6,9,10,8,10,84,21,49,45,F
8620,5,17,15,8,9,9,86,21,45,43,F
8621,35,11,14,8,8,8,84,27,42,48,F
8622,25,6,22,8,8,10,81,27,59,56,D
8623,32,37,16,10,9,8,82,36,98,85,A
8624,5,49,20,10,10,9,82,37,64,69,C
8625,22,50,44,9,10,10,89,47,78,86,A+
8626,34,36,44,9,10,8,98,41,71,76,B
8627,28,24,21,9,8,10,100,29,57,57,D
8628,14,11,21,8,8,9,75,22,82,63,C
8629,21,37,8,9,9,8,85,31,73,67,C
8630,4,4,7,10,9,10,86,14,91,59,D
8631,17,1,30,10,8,8,94,27,100,77,B
8632,25,7,6,8,8,8,93,20,85,62,C
8633,11,5,18,10,8,9,85,20,81,60,D
8634,30,29,45,10,9,8,78,39,51,64,C
8635,49,4,19,9,10,9,98,36,90,81,A
8636,1,24,5,10,8,9,91,20,68,54,D
8637,38,10,16,10,10,10,78,31,99,80,B
8638,5,39,21,8,9,10,97,33,80,73,B
8639,49,32,4,10,10,10,91,42,44,64,C
8640,14,30,18,9,9,10,97,28,75,65,C
8641,27,48,17,10,10,10,98,40,96,88,A+
8642,32,38,25,8,10,9,92,37,68,71,B
8643,16,28,28,8,10,10,83,31,43,52,D
8644,26,3,10,8,9,10,99,23,52,49,F
8645,34,29,2,9,10,9,96,34,57,62,C
8646,48,42,40,8,8,8,79,44,48,68,C
8647,17,37,25,8,9,8,98,33,78,72,B
8648,15,37,1,9,8,9,90,29,75,66,C
8649,18,48,47,9,9,9,87,47,84,89,A+
8650,30,30,13,8,9,10,100,33,80,73,B
8651,17,1,17,8,9,10,90,22,91,67,C
8652,10,11,22,10,9,8,97,22,88,66,C
8653,22,12,4,8,9,8,93,21,98,70,C
8654,28,43,30,9,9,8,89,37,55,64,C
8655,37,31,43,8,10,10,96,41,99,90,A+
8656,35,38,12,9,8,10,84,38,66,71,B
8657,25,26,28,9,10,10,81,31,98,80,B
8658,42,39,35,9,10,9,96,41,65,73,B
8659,30,23,29,8,8,8,83,31,85,73,B
8660,22,24,48,9,8,8,86,37,51,62,C
8661,14,46,4,10,10,10,88,34,92,80,B
8662,19,7,5,9,8,8,89,18,72,54,D
8663,33,2,45,9,8,8,95,39,42,60,D
8664,47,19,30,8,9,10,92,39,45,61,C
8665,21,15,48,10,8,9,93,36,44,58,D
8666,47,36,32,10,10,8,85,42,85,84,A
8667,24,30,7,10,10,8,99,30,51,55,D
8668,42,2,11,10,9,9,89,30,94,77,B
8669,45,45,5,8,8,10,79,44,99,93,S
8670,42,12,20,10,8,9,78,33,40,53,D
8671,33,29,43,10,8,10,98,39,83,80,B
8672,45,43,10,9,8,8,81,43,79,82,A
8673,48,12,18,8,8,8,83,34,82,75,B
8674,27,15,32,8,8,10,81,32,58,61,C
8675,40,47,44,8,10,8,95,45,94,92,S
8676,7,42,15,9,10,8,84,31,70,66,C
8677,29,4,44,8,10,9,87,38,44,60,D
8678,28,45,2,9,9,10,88,38,56,66,C
8679,33,28,38,9,10,9,96,37,85,79,B
8680,25,37,40,10,10,10,86,40,89,84,A
8681,22,8,28,9,8,9,100,28,100,78,B
8682,28,20,34,8,8,10,98,33,95,80,B
8683,18,33,42,9,8,8,89,38,93,84,A
8684,42,49,7,9,9,10,82,45,46,68,C
8685,25,22,18,8,9,9,90,27,56,55,D
8686,14,10,9,9,8,10,87,18,77,56,D
8687,41,38,4,10,9,9,96,40,94,87,A+
8688,19,47,45,8,9,10,84,45,60,75,B
8689,12,15,33,8,9,10,100,28,80,68,C
8690,25,2,40,9,8,9,96,34,88,78,B
8691,42,17,43,10,8,10,87,43,83,84,A
8692,33,36,21,9,8,10,92,36,63,67,C
8693,40,9,16,8,10,8,79,31,92,77,B
8694,12,14,2,8,8,10,76,19,79,58,D
8695,48,24,44,9,8,9,94,45,54,72,B
8696,2,7,1,8,8,10,100,12,90,57,D
8697,30,14,42,9,10,9,91,38,76,76,B
8698,31,24,29,9,10,10,92,33,87,76,B
8699,7,14,25,9,9,8,80,24,41,44,F
8700,8,27,16,8,8,10,100,25,71,60,D
8701,50,27,38,8,10,8,100,43,59,72,B
8702,38,41,36,9,10,10,89,41,74,78,B
8703,40,39,32,9,9,8,96,40,93,86,A+
8704,21,25,23,10,10,8,82,28,47,51,D
8705,23,1,27,9,10,8,89,29,64,61,C
8706,38,13,40,10,9,8,82,40,64,72,B
8707,2,22,37,9,9,8,93,32,44,54,D
8708,4,32,1,9,10,8,90,23,73,59,D
8709,36,18,26,8,9,10,78,33,52,59,D
8710,32,14,25,8,8,10,80,31,93,77,B
8711,16,9,38,8,10,9,100,30,68,64,C
8712,14,16,11,9,10,10,83,21,71,56,D
8713,16,34,21,9,9,8,95,30,62,61,C
8714,26,48,5,10,10,8,97,38,75,75,B
8715,43,33,5,8,9,10,94,39,87,82,A
8716,10,50,28,9,10,8,76,40,75,77,B
8717,19,38,24,10,10,9,89,34,40,54,D
8718,19,45,31,9,9,10,95,39,97,87,A+
8719,41,26,14,10,8,10,77,36,43,57,D
8720,4,22,39,10,10,8,97,33,78,72,B
8721,21,50,12,10,10,10,86,38,97,86,A+
8722,44,8,5,8,9,9,98,29,65,61,C
8723,5,19,30,9,9,9,93,28,69,62,C
8724,21,38,49,10,10,9,98,44,61,74,B
8725,19,6,34,10,10,8,95,30,73,66,C
8726,3,37,6,9,8,9,94,25,59,54,D
8727,36,37,45,8,9,9,98,41,58,70,C
8728,10,35,31,9,8,9,80,35,75,72,B
8729,23,28,4,8,8,8,90,28,85,70,C
8730,16,29,2,9,9,8,81,26,98,75,B
8731,6,35,22,9,8,10,91,31,64,63,C
8732,28,3,35,9,10,10,98,34,91,79,B
8733,33,46,20,8,8,10,83,40,50,65,C
8734,6,6,24,8,10,8,100,20,58,49,F
8735,39,41,49,9,8,9,95,44,46,67,C
8736,50,16,9,10,9,10,91,36,49,60,D
8737,38,1,2,8,9,9,76,24,65,56,D
8738,31,29,39,9,8,9,75,36,41,56,D
8739,47,20,44,10,10,10,94,46,73,82,A
8740,3,2,5,9,10,9,76,12,85,54,D
8741,13,11,37,9,8,8,78,28,60,58,D
8742,25,22,29,9,9,8,85,30,83,71,B
8743,37,46,33,9,8,9,92,41,40,61,C
8744,49,22,27,8,8,8,97,38,97,86,A+
8745,22,23,42,8,8,8,86,34,80,74,B
8746,12,6,34,10,8,8,83,27,58,56,D
8747,10,45,17,10,10,10,81,34,98,83,A
8748,26,36,23,8,10,9,83,33,54,60,D
8749,17,10,31,9,9,10,99,28,87,71,B
8750,8,22,13,10,8,10,90,23,48,47,F
8751,16,16,44,8,10,8,99,32,49,56,D
8752,45,16,37,9,8,9,100,41,99,90,A+
8753,35,24,33,10,10,9,75,36,42,57,D
8754,42,32,38,8,10,10,96,41,77,79,B
8755,24,40,15,9,10,9,78,34,56,62,C
8756,15,48,28,10,8,9,97,39,44,61,C
8757,10,1,17,10,10,8,86,20,85,62,C
8758,2,50,45,8,9,10,87,47,85,89,A+
8759,20,40,32,10,8,8,78,37,72,73,B
8760,29,10,17,9,10,10,94,28,44,50,D
8761,47,38,46,8,8,9,92,45,52,71,B
8762,12,32,8,10,10,10,85,27,61,57,D
8763,25,48,5,10,10,8,86,38,98,87,A+
8764,32,44,6,8,10,10,88,39,51,64,C
8765,36,39,4,9,10,10,92,39,63,70,C
8766,27,48,30,8,9,9,82,39,99,88,A+
8767,22,3,49,10,9,8,100,37,50,62,C
8768,50,30,33,9,9,8,84,41,73,77,B
8769,26,8,10,9,9,8,81,23,74,60,D
8770,38,43,38,8,8,9,93,40,82,81,A
8771,10,46,39,9,8,9,76,42,45,64,C
8772,43,2,46,10,9,8,80,44,92,90,A+
8773,21,23,23,9,8,9,81,27,98,76,B
8774,10,9,36,10,8,9,98,27,48,51,D
8775,28,3,17,9,9,10,82,27,83,68,C
8776,33,4,21,10,8,10,91,30,41,50,D
8777,49,36,41,9,9,10,82,45,94,92,S
8778,50,44,3,10,8,8,88,46,96,94,S
8779,24,4,50,8,10,9,99,38,86,81,A
8780,50,9,33,10,8,10,85,42,96,90,A+
8781,25,20,46,9,8,8,81,36,61,66,C
8782,26,1,13,8,8,10,85,24,60,54,D
8783,20,31,43,9,10,8,83,38,80,78,B
8784,46,17,15,8,8,10,96,33,97,81,A
8785,27,16,29,8,8,10,95,31,92,77,B
8786,23,50,15,8,9,10,94,38,43,59,D
8787,50,19,14,9,8,10,95,36,41,56,D
8788,10,25,21,10,8,10,87,27,79,66,C
8789,1,42,16,8,8,9,93,31,83,72,B
8790,9,9,21,9,10,9,94,21,50,46,F
8791,41,33,32,9,8,8,82,37,97,85,A
8792,37,11,31,8,10,9,79,36,65,68,C
8793,25,35,22,8,9,9,81,32,65,64,C
